compound	entity_id	dti_edges	n_roles	roles
Compound::CHEBI_18020	CHEBI_18020	1	2	human metabolite; mouse metabolite
Compound::CHEBI_142624	CHEBI_142624	1	1	mouse metabolite
Compound::CHEBI_85206	CHEBI_85206	1	0	
Compound::CHEBI_85174	CHEBI_85174	1	0	
Compound::CHEBI_88167	CHEBI_88167	1	0	
Compound::CHEBI_138373	CHEBI_138373	1	0	
Compound::CHEBI_31004	CHEBI_31004	1	0	
Compound::CHEBI_73927	CHEBI_73927	1	1	metabolite
Compound::CHEBI_140559	CHEBI_140559	1	1	epitope
Compound::CHEBI_74216	CHEBI_74216	1	0	
Compound::CHEBI_149631	CHEBI_149631	1	0	
Compound::CHEBI_147390	CHEBI_147390	1	1	human metabolite
Compound::CHEBI_138297	CHEBI_138297	1	0	
Compound::CHEBI_64573	CHEBI_64573	1	0	
Compound::CHEBI_78044	CHEBI_78044	1	0	
Compound::CHEBI_167541	CHEBI_167541	1	0	
Compound::CHEBI_89891	CHEBI_89891	1	5	bacterial xenobiotic metabolite; human urinary metabolite; human xenobiotic metabolite; insect attractant; plant metabolite
Compound::CHEBI_136965	CHEBI_136965	1	0	
Compound::CHEBI_74287	CHEBI_74287	1	0	
Compound::CHEBI_82869	CHEBI_82869	1	0	
Compound::CHEBI_142604	CHEBI_142604	1	3	flavouring agent; pheromone; plant metabolite
Compound::CHEBI_136579	CHEBI_136579	1	0	
Compound::CHEBI_85134	CHEBI_85134	1	0	
Compound::CHEBI_74160	CHEBI_74160	1	0	
Compound::CHEBI_74917	CHEBI_74917	1	0	
Compound::CHEBI_77558	CHEBI_77558	1	0	
Compound::CHEBI_83091	CHEBI_83091	1	0	
Compound::CHEBI_75264	CHEBI_75264	1	0	
Compound::CHEBI_83334	CHEBI_83334	1	0	
Compound::CHEBI_74304	CHEBI_74304	1	0	
Compound::CHEBI_145875	CHEBI_145875	1	0	
Compound::CHEBI_133405	CHEBI_133405	1	0	
Compound::CHEBI_88153	CHEBI_88153	1	1	flavouring agent
Compound::CHEBI_27576	CHEBI_27576	1	1	mouse metabolite
Compound::CHEBI_58938	CHEBI_58938	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_138691	CHEBI_138691	1	0	
Compound::CHEBI_141602	CHEBI_141602	1	0	
Compound::CHEBI_83717	CHEBI_83717	1	1	mouse metabolite
Compound::CHEBI_64694	CHEBI_64694	1	0	
Compound::CHEBI_85227	CHEBI_85227	1	0	
Compound::CHEBI_88138	CHEBI_88138	1	0	
Compound::CHEBI_77086	CHEBI_77086	1	0	
Compound::CHEBI_58772	CHEBI_58772	1	0	
Compound::CHEBI_131708	CHEBI_131708	1	0	
Compound::CHEBI_145401	CHEBI_145401	1	0	
Compound::CHEBI_58715	CHEBI_58715	1	0	
Compound::CHEBI_90819	CHEBI_90819	1	3	anti-inflammatory agent; human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_141574	CHEBI_141574	1	0	
Compound::CHEBI_15693	CHEBI_15693	1	0	
Compound::CHEBI_131710	CHEBI_131710	1	0	
Compound::CHEBI_58503	CHEBI_58503	1	0	
Compound::CHEBI_147155	CHEBI_147155	1	0	
Compound::CHEBI_25941	CHEBI_25941	1	1	human metabolite
Compound::CHEBI_144968	CHEBI_144968	1	0	
Compound::CHEBI_137955	CHEBI_137955	1	0	
Compound::CHEBI_57951	CHEBI_57951	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_58389	CHEBI_58389	1	1	human xenobiotic metabolite
Compound::CHEBI_144784	CHEBI_144784	1	0	
Compound::CHEBI_74146	CHEBI_74146	1	0	
Compound::CHEBI_58910	CHEBI_58910	1	0	
Compound::CHEBI_74290	CHEBI_74290	1	0	
Compound::CHEBI_74328	CHEBI_74328	1	0	
Compound::CHEBI_85448	CHEBI_85448	1	0	
Compound::CHEBI_58756	CHEBI_58756	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_131823	CHEBI_131823	1	0	
Compound::CHEBI_77832	CHEBI_77832	1	0	
Compound::CHEBI_142558	CHEBI_142558	1	0	
Compound::CHEBI_58469	CHEBI_58469	1	1	human metabolite
Compound::CHEBI_90970	CHEBI_90970	1	1	human metabolite
Compound::CHEBI_75561	CHEBI_75561	1	0	
Compound::CHEBI_72857	CHEBI_72857	1	0	
Compound::CHEBI_78371	CHEBI_78371	1	0	
Compound::CHEBI_137475	CHEBI_137475	1	0	
Compound::CHEBI_77450	CHEBI_77450	1	0	
Compound::CHEBI_41128	CHEBI_41128	1	1	plant metabolite
Compound::CHEBI_16074	CHEBI_16074	1	1	human metabolite
Compound::CHEBI_133752	CHEBI_133752	1	0	
Compound::CHEBI_86146	CHEBI_86146	1	0	
Compound::CHEBI_34787	CHEBI_34787	1	1	biomarker
Compound::CHEBI_74275	CHEBI_74275	1	0	
Compound::CHEBI_149770	CHEBI_149770	1	0	
Compound::CHEBI_138131	CHEBI_138131	1	0	
Compound::CHEBI_17802	CHEBI_17802	1	1	fundamental metabolite
Compound::CHEBI_147415	CHEBI_147415	1	1	human metabolite
Compound::CHEBI_58274	CHEBI_58274	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_74283	CHEBI_74283	1	0	
Compound::CHEBI_17879	CHEBI_17879	1	2	Saccharomyces cerevisiae metabolite; plant metabolite
Compound::CHEBI_132070	CHEBI_132070	1	0	
Compound::CHEBI_167542	CHEBI_167542	1	0	
Compound::CHEBI_156526	CHEBI_156526	1	0	
Compound::CHEBI_134041	CHEBI_134041	1	0	
Compound::CHEBI_78451	CHEBI_78451	1	0	
Compound::CHEBI_78461	CHEBI_78461	1	0	
Compound::CHEBI_74262	CHEBI_74262	1	0	
Compound::CHEBI_156554	CHEBI_156554	1	0	
Compound::CHEBI_142776	CHEBI_142776	1	0	
Compound::CHEBI_137585	CHEBI_137585	1	2	human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_143788	CHEBI_143788	1	0	
Compound::CHEBI_146284	CHEBI_146284	1	0	
Compound::CHEBI_58373	CHEBI_58373	1	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_57474	CHEBI_57474	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_133979	CHEBI_133979	1	1	human xenobiotic metabolite
Compound::CHEBI_74247	CHEBI_74247	1	0	
Compound::CHEBI_167614	CHEBI_167614	1	0	
Compound::CHEBI_29959	CHEBI_29959	1	3	Saccharomyces cerevisiae metabolite; human metabolite; mouse metabolite
Compound::CHEBI_133741	CHEBI_133741	1	3	anthelminthic drug; antibacterial agent; plant metabolite
Compound::CHEBI_57730	CHEBI_57730	1	1	human xenobiotic metabolite
Compound::CHEBI_28903	CHEBI_28903	1	2	metabolite; protic solvent
Compound::CHEBI_57553	CHEBI_57553	1	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_137110	CHEBI_137110	1	0	
Compound::CHEBI_85810	CHEBI_85810	1	0	
Compound::CHEBI_73603	CHEBI_73603	1	0	
Compound::CHEBI_167627	CHEBI_167627	1	0	
Compound::CHEBI_76168	CHEBI_76168	1	0	
Compound::CHEBI_133939	CHEBI_133939	1	0	
Compound::CHEBI_141576	CHEBI_141576	1	0	
Compound::CHEBI_137982	CHEBI_137982	1	0	
Compound::CHEBI_74263	CHEBI_74263	1	0	
Compound::CHEBI_136589	CHEBI_136589	1	0	
Compound::CHEBI_16095	CHEBI_16095	1	0	
Compound::CHEBI_85297	CHEBI_85297	1	0	
Compound::CHEBI_43029	CHEBI_43029	1	0	
Compound::CHEBI_74475	CHEBI_74475	1	1	metabolite
Compound::CHEBI_75846	CHEBI_75846	1	0	
Compound::CHEBI_74447	CHEBI_74447	1	0	
Compound::CHEBI_60059	CHEBI_60059	1	0	
Compound::CHEBI_85294	CHEBI_85294	1	0	
Compound::CHEBI_77859	CHEBI_77859	1	1	human metabolite
Compound::CHEBI_134020	CHEBI_134020	1	0	
Compound::CHEBI_137061	CHEBI_137061	1	1	human metabolite
Compound::CHEBI_140084	CHEBI_140084	1	0	
Compound::CHEBI_16007	CHEBI_16007	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_11152	CHEBI_11152	1	0	
Compound::CHEBI_74316	CHEBI_74316	1	0	
Compound::CHEBI_144021	CHEBI_144021	1	0	
Compound::CHEBI_18022	CHEBI_18022	1	1	human metabolite
Compound::CHEBI_157650	CHEBI_157650	1	0	
Compound::CHEBI_83246	CHEBI_83246	1	0	
Compound::CHEBI_133063	CHEBI_133063	1	0	
Compound::CHEBI_144584	CHEBI_144584	1	0	
Compound::CHEBI_136655	CHEBI_136655	1	0	
Compound::CHEBI_90983	CHEBI_90983	1	1	human metabolite
Compound::CHEBI_138676	CHEBI_138676	1	0	
Compound::CHEBI_88756	CHEBI_88756	1	1	human blood serum metabolite
Compound::CHEBI_78768	CHEBI_78768	1	0	
Compound::CHEBI_136710	CHEBI_136710	1	0	
Compound::CHEBI_60530	CHEBI_60530	1	0	
Compound::CHEBI_78342	CHEBI_78342	1	0	
Compound::CHEBI_134621	CHEBI_134621	1	0	
Compound::CHEBI_136568	CHEBI_136568	1	0	
Compound::CHEBI_16383	CHEBI_16383	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_16509	CHEBI_16509	1	3	cofactor; human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_66954	CHEBI_66954	1	0	
Compound::CHEBI_132218	CHEBI_132218	1	0	
Compound::CHEBI_82951	CHEBI_82951	1	0	
Compound::CHEBI_78495	CHEBI_78495	1	0	
Compound::CHEBI_35627	CHEBI_35627	1	0	
Compound::CHEBI_167546	CHEBI_167546	1	0	
Compound::CHEBI_78783	CHEBI_78783	1	0	
Compound::CHEBI_82605	CHEBI_82605	1	0	
Compound::CHEBI_76068	CHEBI_76068	1	0	
Compound::CHEBI_87393	CHEBI_87393	1	1	plant metabolite
Compound::CHEBI_47214	CHEBI_47214	1	0	
Compound::CHEBI_58047	CHEBI_58047	1	0	
Compound::CHEBI_74230	CHEBI_74230	1	0	
Compound::CHEBI_42548	CHEBI_42548	1	1	epitope
Compound::CHEBI_28471	CHEBI_28471	1	0	
Compound::CHEBI_133069	CHEBI_133069	1	1	bradykinin receptor B2 agonist
Compound::CHEBI_78396	CHEBI_78396	1	0	
Compound::CHEBI_132018	CHEBI_132018	1	0	
Compound::CHEBI_74457	CHEBI_74457	1	0	
Compound::CHEBI_76054	CHEBI_76054	1	0	
Compound::CHEBI_146167	CHEBI_146167	1	1	human metabolite
Compound::CHEBI_141128	CHEBI_141128	1	0	
Compound::CHEBI_74417	CHEBI_74417	1	0	
Compound::CHEBI_64572	CHEBI_64572	1	0	
Compound::CHEBI_16619	CHEBI_16619	1	1	plant metabolite
Compound::CHEBI_83342	CHEBI_83342	1	0	
Compound::CHEBI_85304	CHEBI_85304	1	0	
Compound::CHEBI_87789	CHEBI_87789	1	0	
Compound::CHEBI_87810	CHEBI_87810	1	1	human metabolite
Compound::CHEBI_57741	CHEBI_57741	1	1	human metabolite
Compound::CHEBI_59440	CHEBI_59440	1	2	antigen; epitope
Compound::CHEBI_53455	CHEBI_53455	1	0	
Compound::CHEBI_144842	CHEBI_144842	1	0	
Compound::CHEBI_137525	CHEBI_137525	1	0	
Compound::CHEBI_78390	CHEBI_78390	1	0	
Compound::CHEBI_74851	CHEBI_74851	1	0	
Compound::CHEBI_133975	CHEBI_133975	1	0	
Compound::CHEBI_74162	CHEBI_74162	1	0	
Compound::CHEBI_146166	CHEBI_146166	1	0	
Compound::CHEBI_142692	CHEBI_142692	1	0	
Compound::CHEBI_85225	CHEBI_85225	1	0	
Compound::CHEBI_145188	CHEBI_145188	1	0	
Compound::CHEBI_75729	CHEBI_75729	1	0	
Compound::CHEBI_142591	CHEBI_142591	1	1	plant metabolite
Compound::CHEBI_27961	CHEBI_27961	1	1	flavouring agent
Compound::CHEBI_11305	CHEBI_11305	1	0	
Compound::CHEBI_58023	CHEBI_58023	1	0	
Compound::CHEBI_78001	CHEBI_78001	1	0	
Compound::CHEBI_58145	CHEBI_58145	1	1	human metabolite
Compound::CHEBI_83064	CHEBI_83064	1	0	
Compound::CHEBI_142748	CHEBI_142748	1	0	
Compound::CHEBI_74215	CHEBI_74215	1	0	
Compound::CHEBI_139156	CHEBI_139156	1	0	
Compound::CHEBI_90605	CHEBI_90605	1	0	
Compound::CHEBI_75232	CHEBI_75232	1	0	
Compound::CHEBI_142660	CHEBI_142660	1	0	
Compound::CHEBI_147365	CHEBI_147365	1	2	histamine releasing agent; human metabolite
Compound::CHEBI_131564	CHEBI_131564	1	0	
Compound::CHEBI_136853	CHEBI_136853	1	0	
Compound::CHEBI_132013	CHEBI_132013	1	0	
Compound::CHEBI_136976	CHEBI_136976	1	0	
Compound::CHEBI_62075	CHEBI_62075	1	0	
Compound::CHEBI_59908	CHEBI_59908	1	1	human metabolite
Compound::CHEBI_131871	CHEBI_131871	1	0	
Compound::CHEBI_83586	CHEBI_83586	1	0	
Compound::CHEBI_77896	CHEBI_77896	1	0	
Compound::CHEBI_27398	CHEBI_27398	1	2	human metabolite; mouse metabolite
Compound::CHEBI_75300	CHEBI_75300	1	0	
Compound::CHEBI_86145	CHEBI_86145	1	0	
Compound::CHEBI_57608	CHEBI_57608	1	0	
Compound::CHEBI_58452	CHEBI_58452	1	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_84644	CHEBI_84644	1	1	human metabolite
Compound::CHEBI_142685	CHEBI_142685	1	0	
Compound::CHEBI_138704	CHEBI_138704	1	0	
Compound::CHEBI_16797	CHEBI_16797	1	6	Saccharomyces cerevisiae metabolite; algal metabolite; anti-inflammatory agent; human urinary metabolite; mouse metabolite; plant metabolite
Compound::CHEBI_73999	CHEBI_73999	1	0	
Compound::CHEBI_137935	CHEBI_137935	1	0	
Compound::CHEBI_132510	CHEBI_132510	1	0	
Compound::CHEBI_166912	CHEBI_166912	1	0	
Compound::CHEBI_85303	CHEBI_85303	1	0	
Compound::CHEBI_55376	CHEBI_55376	1	0	
Compound::CHEBI_145547	CHEBI_145547	1	0	
Compound::CHEBI_137057	CHEBI_137057	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_57353	CHEBI_57353	1	0	
Compound::CHEBI_57695	CHEBI_57695	1	0	
Compound::CHEBI_155849	CHEBI_155849	1	0	
Compound::CHEBI_91001	CHEBI_91001	1	1	human xenobiotic metabolite
Compound::CHEBI_85219	CHEBI_85219	1	0	
Compound::CHEBI_156440	CHEBI_156440	1	0	
Compound::CHEBI_136983	CHEBI_136983	1	0	
Compound::CHEBI_27910	CHEBI_27910	1	2	human metabolite; mouse metabolite
Compound::CHEBI_84268	CHEBI_84268	1	2	human metabolite; plant metabolite
Compound::CHEBI_85253	CHEBI_85253	1	0	
Compound::CHEBI_6746	CHEBI_6746	1	0	
Compound::CHEBI_138315	CHEBI_138315	1	0	
Compound::CHEBI_138199	CHEBI_138199	1	0	
Compound::CHEBI_57328	CHEBI_57328	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_167479	CHEBI_167479	1	0	
Compound::CHEBI_75326	CHEBI_75326	1	0	
Compound::CHEBI_149730	CHEBI_149730	1	0	
Compound::CHEBI_64872	CHEBI_64872	1	0	
Compound::CHEBI_88155	CHEBI_88155	1	0	
Compound::CHEBI_90862	CHEBI_90862	1	0	
Compound::CHEBI_132256	CHEBI_132256	1	1	human metabolite
Compound::CHEBI_732	CHEBI_732	1	0	
Compound::CHEBI_7466	CHEBI_7466	1	1	human metabolite
Compound::CHEBI_28750	CHEBI_28750	1	2	human metabolite; mouse metabolite
Compound::CHEBI_136420	CHEBI_136420	1	0	
Compound::CHEBI_133798	CHEBI_133798	1	0	
Compound::CHEBI_133359	CHEBI_133359	1	0	
Compound::CHEBI_145324	CHEBI_145324	1	0	
Compound::CHEBI_29986	CHEBI_29986	1	0	
Compound::CHEBI_156112	CHEBI_156112	1	1	rat metabolite
Compound::CHEBI_77749	CHEBI_77749	1	0	
Compound::CHEBI_156345	CHEBI_156345	1	0	
Compound::CHEBI_142682	CHEBI_142682	1	0	
Compound::CHEBI_74233	CHEBI_74233	1	0	
Compound::CHEBI_149526	CHEBI_149526	1	0	
Compound::CHEBI_76416	CHEBI_76416	1	0	
Compound::CHEBI_87593	CHEBI_87593	1	2	human xenobiotic metabolite; marine xenobiotic metabolite
Compound::CHEBI_74249	CHEBI_74249	1	0	
Compound::CHEBI_57408	CHEBI_57408	1	0	
Compound::CHEBI_85221	CHEBI_85221	1	0	
Compound::CHEBI_27667	CHEBI_27667	1	2	epitope; mouse metabolite
Compound::CHEBI_141553	CHEBI_141553	1	0	
Compound::CHEBI_149732	CHEBI_149732	1	0	
Compound::CHEBI_78102	CHEBI_78102	1	0	
Compound::CHEBI_136415	CHEBI_136415	1	0	
Compound::CHEBI_132015	CHEBI_132015	1	0	
Compound::CHEBI_17632	CHEBI_17632	1	0	
Compound::CHEBI_74898	CHEBI_74898	1	0	
Compound::CHEBI_143532	CHEBI_143532	1	0	
Compound::CHEBI_75139	CHEBI_75139	1	0	
Compound::CHEBI_78104	CHEBI_78104	1	0	
Compound::CHEBI_73871	CHEBI_73871	1	0	
Compound::CHEBI_84634	CHEBI_84634	1	1	human metabolite
Compound::CHEBI_77417	CHEBI_77417	1	0	
Compound::CHEBI_147362	CHEBI_147362	1	1	human metabolite
Compound::CHEBI_146184	CHEBI_146184	1	0	
Compound::CHEBI_72831	CHEBI_72831	1	0	
Compound::CHEBI_141179	CHEBI_141179	1	0	
Compound::CHEBI_143530	CHEBI_143530	1	0	
Compound::CHEBI_77080	CHEBI_77080	1	0	
Compound::CHEBI_78101	CHEBI_78101	1	0	
Compound::CHEBI_140347	CHEBI_140347	1	0	
Compound::CHEBI_17399	CHEBI_17399	1	3	Escherichia coli metabolite; human metabolite; mouse metabolite
Compound::CHEBI_88752	CHEBI_88752	1	1	human blood serum metabolite
Compound::CHEBI_76283	CHEBI_76283	1	2	human metabolite; plant metabolite
Compound::CHEBI_138078	CHEBI_138078	1	0	
Compound::CHEBI_138299	CHEBI_138299	1	0	
Compound::CHEBI_134626	CHEBI_134626	1	0	
Compound::CHEBI_78369	CHEBI_78369	1	0	
Compound::CHEBI_87695	CHEBI_87695	1	0	
Compound::CHEBI_83955	CHEBI_83955	1	0	
Compound::CHEBI_55469	CHEBI_55469	1	0	
Compound::CHEBI_87373	CHEBI_87373	1	1	fungal metabolite
Compound::CHEBI_143094	CHEBI_143094	1	0	
Compound::CHEBI_167174	CHEBI_167174	1	0	
Compound::CHEBI_78045	CHEBI_78045	1	0	
Compound::CHEBI_137688	CHEBI_137688	1	0	
Compound::CHEBI_136992	CHEBI_136992	1	1	human xenobiotic metabolite
Compound::CHEBI_74261	CHEBI_74261	1	0	
Compound::CHEBI_57843	CHEBI_57843	1	0	
Compound::CHEBI_84720	CHEBI_84720	1	1	mouse metabolite
Compound::CHEBI_141606	CHEBI_141606	1	0	
Compound::CHEBI_132019	CHEBI_132019	1	0	
Compound::CHEBI_84760	CHEBI_84760	1	0	
Compound::CHEBI_84840	CHEBI_84840	1	0	
Compound::CHEBI_82924	CHEBI_82924	1	0	
Compound::CHEBI_15688	CHEBI_15688	1	1	metabolite
Compound::CHEBI_139611	CHEBI_139611	1	0	
Compound::CHEBI_77694	CHEBI_77694	1	0	
Compound::CHEBI_137386	CHEBI_137386	1	0	
Compound::CHEBI_138145	CHEBI_138145	1	0	
Compound::CHEBI_57320	CHEBI_57320	1	0	
Compound::CHEBI_58639	CHEBI_58639	1	0	
Compound::CHEBI_74313	CHEBI_74313	1	0	
Compound::CHEBI_90380	CHEBI_90380	1	0	
Compound::CHEBI_83257	CHEBI_83257	1	0	
Compound::CHEBI_133084	CHEBI_133084	1	1	human metabolite
Compound::CHEBI_141604	CHEBI_141604	1	0	
Compound::CHEBI_83939	CHEBI_83939	1	0	
Compound::CHEBI_142723	CHEBI_142723	1	0	
Compound::CHEBI_90720	CHEBI_90720	1	0	
Compound::CHEBI_141555	CHEBI_141555	1	0	
Compound::CHEBI_84786	CHEBI_84786	1	1	mouse metabolite
Compound::CHEBI_83940	CHEBI_83940	1	0	
Compound::CHEBI_90801	CHEBI_90801	1	1	human xenobiotic metabolite
Compound::CHEBI_147351	CHEBI_147351	1	4	antihypertensive agent; cardioprotective agent; human metabolite; rat metabolite
Compound::CHEBI_145033	CHEBI_145033	1	0	
Compound::CHEBI_75301	CHEBI_75301	1	0	
Compound::CHEBI_27707	CHEBI_27707	1	1	epitope
Compound::CHEBI_139048	CHEBI_139048	1	0	
Compound::CHEBI_142198	CHEBI_142198	1	0	
Compound::CHEBI_75203	CHEBI_75203	1	0	
Compound::CHEBI_81013	CHEBI_81013	1	1	human metabolite
Compound::CHEBI_75031	CHEBI_75031	1	0	
Compound::CHEBI_82927	CHEBI_82927	1	1	mouse metabolite
Compound::CHEBI_140328	CHEBI_140328	1	0	
Compound::CHEBI_60242	CHEBI_60242	1	0	
Compound::CHEBI_75233	CHEBI_75233	1	0	
Compound::CHEBI_84842	CHEBI_84842	1	0	
Compound::CHEBI_139278	CHEBI_139278	1	0	
Compound::CHEBI_155851	CHEBI_155851	1	0	
Compound::CHEBI_90618	CHEBI_90618	1	0	
Compound::CHEBI_28944	CHEBI_28944	1	0	
Compound::CHEBI_142694	CHEBI_142694	1	0	
Compound::CHEBI_15678	CHEBI_15678	1	1	mouse metabolite
Compound::CHEBI_74292	CHEBI_74292	1	0	
Compound::CHEBI_13757	CHEBI_13757	1	0	
Compound::CHEBI_144583	CHEBI_144583	1	0	
Compound::CHEBI_65214	CHEBI_65214	1	0	
Compound::CHEBI_132014	CHEBI_132014	1	0	
Compound::CHEBI_64862	CHEBI_64862	1	0	
Compound::CHEBI_83739	CHEBI_83739	1	0	
Compound::CHEBI_87831	CHEBI_87831	1	0	
Compound::CHEBI_134019	CHEBI_134019	1	0	
Compound::CHEBI_77754	CHEBI_77754	1	0	
Compound::CHEBI_78484	CHEBI_78484	1	0	
Compound::CHEBI_74506	CHEBI_74506	1	0	
Compound::CHEBI_145343	CHEBI_145343	1	0	
Compound::CHEBI_78474	CHEBI_78474	1	0	
Compound::CHEBI_15852	CHEBI_15852	1	1	human metabolite
Compound::CHEBI_140532	CHEBI_140532	1	0	
Compound::CHEBI_137458	CHEBI_137458	1	0	
Compound::CHEBI_38833	CHEBI_38833	1	0	
Compound::CHEBI_147381	CHEBI_147381	1	1	human metabolite
Compound::CHEBI_138318	CHEBI_138318	1	0	
Compound::CHEBI_62286	CHEBI_62286	1	0	
Compound::CHEBI_82628	CHEBI_82628	1	0	
Compound::CHEBI_146277	CHEBI_146277	1	0	
Compound::CHEBI_87051	CHEBI_87051	1	1	human metabolite
Compound::CHEBI_68671	CHEBI_68671	1	0	
Compound::CHEBI_138211	CHEBI_138211	1	0	
Compound::CHEBI_91301	CHEBI_91301	1	0	
Compound::CHEBI_83562	CHEBI_83562	1	0	
Compound::CHEBI_90856	CHEBI_90856	1	0	
Compound::CHEBI_52640	CHEBI_52640	1	0	
Compound::CHEBI_74443	CHEBI_74443	1	0	
Compound::CHEBI_83550	CHEBI_83550	1	0	
Compound::CHEBI_64757	CHEBI_64757	1	1	metabolite
Compound::CHEBI_74339	CHEBI_74339	1	0	
Compound::CHEBI_143623	CHEBI_143623	1	0	
Compound::CHEBI_139580	CHEBI_139580	1	0	
Compound::CHEBI_147417	CHEBI_147417	1	0	
Compound::CHEBI_37568	CHEBI_37568	1	1	human metabolite
Compound::CHEBI_145187	CHEBI_145187	1	0	
Compound::CHEBI_84490	CHEBI_84490	1	0	
Compound::CHEBI_15754	CHEBI_15754	1	1	human metabolite
Compound::CHEBI_145035	CHEBI_145035	1	0	
Compound::CHEBI_90772	CHEBI_90772	1	0	
Compound::CHEBI_157645	CHEBI_157645	1	0	
Compound::CHEBI_132021	CHEBI_132021	1	0	
Compound::CHEBI_76202	CHEBI_76202	1	0	
Compound::CHEBI_75205	CHEBI_75205	1	0	
Compound::CHEBI_138031	CHEBI_138031	1	0	
Compound::CHEBI_87438	CHEBI_87438	1	0	
Compound::CHEBI_16784	CHEBI_16784	1	0	
Compound::CHEBI_91121	CHEBI_91121	1	0	
Compound::CHEBI_84492	CHEBI_84492	1	0	
Compound::CHEBI_145424	CHEBI_145424	1	0	
Compound::CHEBI_77612	CHEBI_77612	1	1	human metabolite
Compound::CHEBI_136057	CHEBI_136057	1	0	
Compound::CHEBI_134225	CHEBI_134225	1	0	
Compound::CHEBI_77895	CHEBI_77895	1	0	
Compound::CHEBI_58537	CHEBI_58537	1	0	
Compound::CHEBI_72832	CHEBI_72832	1	0	
Compound::CHEBI_157649	CHEBI_157649	1	0	
Compound::CHEBI_145803	CHEBI_145803	1	0	
Compound::CHEBI_138008	CHEBI_138008	1	0	
Compound::CHEBI_136650	CHEBI_136650	1	0	
Compound::CHEBI_143531	CHEBI_143531	1	0	
Compound::CHEBI_138919	CHEBI_138919	1	4	anti-inflammatory agent; antioxidant; human xenobiotic metabolite; marine metabolite
Compound::CHEBI_83358	CHEBI_83358	1	1	mouse metabolite
Compound::CHEBI_78488	CHEBI_78488	1	0	
Compound::CHEBI_37448	CHEBI_37448	1	0	
Compound::CHEBI_87605	CHEBI_87605	1	1	human urinary metabolite
Compound::CHEBI_82921	CHEBI_82921	1	0	
Compound::CHEBI_78084	CHEBI_78084	1	0	
Compound::CHEBI_140182	CHEBI_140182	1	1	drug metabolite
Compound::CHEBI_73850	CHEBI_73850	1	0	
Compound::CHEBI_74967	CHEBI_74967	1	0	
Compound::CHEBI_74311	CHEBI_74311	1	0	
Compound::CHEBI_87677	CHEBI_87677	1	0	
Compound::CHEBI_57381	CHEBI_57381	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_16723	CHEBI_16723	1	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_90770	CHEBI_90770	1	0	
Compound::CHEBI_76460	CHEBI_76460	1	0	
Compound::CHEBI_77830	CHEBI_77830	1	0	
Compound::CHEBI_58655	CHEBI_58655	1	0	
Compound::CHEBI_78601	CHEBI_78601	1	0	
Compound::CHEBI_133398	CHEBI_133398	1	0	
Compound::CHEBI_78103	CHEBI_78103	1	0	
Compound::CHEBI_167547	CHEBI_167547	1	0	
Compound::CHEBI_18145	CHEBI_18145	1	10	EC 2.7.11.13 (protein kinase C) inhibitor; algal metabolite; antiatherogenic agent; anticoagulant; antioxidant; antiviral agent; immunomodulator; micronutrient; nutraceutical; plant metabolite
Compound::CHEBI_132255	CHEBI_132255	1	7	EC 3.5.1.99 (fatty acid amide hydrolase) inhibitor; anti-inflammatory agent; anticonvulsant; antioxidant; capsaicin receptor antagonist; human metabolite; signalling molecule
Compound::CHEBI_78100	CHEBI_78100	1	0	
Compound::CHEBI_146187	CHEBI_146187	1	1	human metabolite
Compound::CHEBI_74937	CHEBI_74937	1	0	
Compound::CHEBI_64077	CHEBI_64077	1	0	
Compound::CHEBI_139051	CHEBI_139051	1	0	
Compound::CHEBI_142768	CHEBI_142768	1	0	
Compound::CHEBI_49298	CHEBI_49298	1	0	
Compound::CHEBI_16802	CHEBI_16802	1	0	
Compound::CHEBI_69080	CHEBI_69080	1	1	plant metabolite
Compound::CHEBI_74293	CHEBI_74293	1	0	
Compound::CHEBI_77833	CHEBI_77833	1	0	
Compound::CHEBI_75028	CHEBI_75028	1	0	
